,StaticPress_AC3S,SupplyTemp.AC3,OAT,ReturnTemp.AC3,Q_load,Total_power,Total_flow
2021-05-06 08:20:00,1.5020000083105904,64.98823394775391,53.05294189453125,71.05294342041016,17681.63498660654,3.5800000369548783,2915.495798492432
2021-05-06 08:30:00,1.5010000126702443,65.49411773681639,53.22058868408203,71.07352905273437,16014.064507968335,3.519999974966049,2870.206837463379
2021-05-06 08:40:00,1.4950000047683716,65.40588073730468,53.23235321044922,71.1441162109375,17037.243534184374,3.2400000751018525,2969.0736137390136
2021-05-06 08:50:00,1.508000067302159,65.04999694824218,53.48235244750978,71.21176605224609,17410.209659423137,3.519999980926515,2825.5212692260743
2021-05-06 09:00:00,1.500000034059797,65.07940979003907,53.7941162109375,71.42353057861328,17748.968302876547,3.239999955892563,2797.703400421143
2021-05-06 09:10:00,1.4949999877384732,65.09117584228515,53.92646942138672,71.43529510498047,17913.706932443234,3.3999999642372143,2823.6712127685555
2021-05-06 09:20:00,1.5069999865123205,65.12941131591796,54.42352905273437,71.36764831542969,18686.103214297003,3.459999978542328,2995.4141235351562
2021-05-06 09:30:00,1.6450000320162093,64.84705657958985,54.54705963134766,71.21470642089844,18082.86051621976,3.8600000143051147,2839.8013343811035
2021-05-06 09:40:00,1.9900000095367432,65.20588073730468,55.31764678955078,71.3441162109375,18448.041687030716,4.020000052452088,3005.430757141113
2021-05-06 09:50:00,1.9950000217982704,64.89117431640625,55.01764678955078,71.4117660522461,17862.422757737477,4.760000061988831,2739.3867736816405
2021-05-06 10:00:00,1.9909999881471907,65.04117431640626,55.085294342041024,71.36764526367188,20404.653173628685,4.100000023841858,3225.282048034668
2021-05-06 10:10:00,1.995000004768372,65.00294036865235,55.18823623657226,71.47058868408203,20135.762092298213,4.939999806880951,3113.305039215088
2021-05-06 10:20:00,1.995000004768372,64.85882263183593,55.82058868408203,71.46764831542968,19248.3458369928,4.479999971389771,2912.5213401794435
2021-05-06 10:30:00,1.995000004768372,65.02352905273439,56.1058822631836,71.3441162109375,19151.14310893766,4.64000004529953,3029.9626647949212
2021-05-06 10:40:00,1.786000064441136,65.05,56.34411773681641,71.27352905273438,17324.62976435733,4.579999923706056,2783.730841064453
2021-05-06 10:50:00,1.5010000126702443,64.92058563232422,56.68529434204103,71.41470642089844,18466.753642074298,3.900000047683716,2843.611051177978
2021-05-06 11:00:00,1.500000034059797,64.99705810546875,57.33823623657226,71.53529510498045,19136.665484756697,3.4200000405311584,2926.884645843506
2021-05-06 11:10:00,1.4959999663489203,64.86470642089844,57.78823471069336,71.58529663085938,20317.874478262438,3.300000065565109,3023.227699279785
2021-05-06 11:20:00,1.4929999453680856,64.73529205322265,57.791175842285156,71.62352905273437,20991.077671946405,3.0600000619888306,3047.3802909851074
2021-05-06 11:30:00,1.5009999786104475,64.89411926269531,58.12058792114258,71.6558837890625,18532.70500536589,3.2799999654293055,2740.808990478515
2021-05-06 11:40:00,1.5040000336510797,64.83823547363279,58.37058792114258,71.54705963134765,19006.093996774598,3.620000040531159,2832.9992782592767
2021-05-06 11:50:00,1.499000004359654,65.04117584228516,58.467646789550784,71.53823547363281,18440.240126308698,3.000000083446503,2838.2439399719237
2021-05-06 12:00:00,1.4919999667576382,65.07059020996094,59.2,71.60882568359375,19394.05644730104,3.780000066757202,2966.252366638183
2021-05-06 12:10:00,1.4859999758856637,64.79117736816406,59.65,71.72647094726562,20020.46047498803,4.000000071525574,2886.7502502441407
2021-05-06 12:20:00,1.4980000257492063,65.72058715820313,59.94705810546875,71.75,18578.957459653968,3.7799999833106996,3081.3875160217285
2021-05-06 12:30:00,1.487500011920929,64.86764526367189,60.22647018432618,71.77647247314455,20204.870471474736,3.5399999618530273,2924.5007667541504
2021-05-06 12:40:00,1.5049999952316284,65.40588073730468,60.96470642089844,71.66764831542969,16656.07710295078,3.4599999368190764,2659.9641227722173
2021-05-06 12:50:00,1.5069999865123205,64.87941436767578,60.611766052246104,71.63235473632812,19611.72430978395,3.520000022649765,2904.1755500793456
2021-05-06 13:00:00,1.4939999750682291,65.02058715820313,60.37058868408203,71.69117736816406,19356.361507247206,3.6800000190734865,2901.7464569091803
2021-05-06 13:10:00,1.4919999497277396,65.16764831542969,60.56764526367189,71.76176452636719,17764.2767540616,3.5799999952316286,2693.958702850342
2021-05-06 13:20:00,1.5060000249317709,65.42352752685547,60.647056579589844,71.83823547363279,19223.972597543776,3.2799999952316288,2996.8585876464836
2021-05-07 06:20:00,1.9960000174386159,63.567648315429686,52.0029411315918,70.17058715820312,19778.643573306374,4.699999964237214,2995.4303749084474
2021-05-07 06:30:00,1.9990000554493488,64.70588531494141,52.120587158203115,69.87352752685547,15471.221889929198,4.56000007390976,2993.864756011963
2021-05-07 06:40:00,1.9990000554493488,64.50294036865235,52.23529434204102,69.96470336914062,16138.463734161223,4.400000011920929,2954.808499145507
2021-05-07 06:50:00,2.005000046321324,64.78529663085938,52.326470947265605,70.17646942138671,16529.561813278706,4.419999992847443,3066.041927337646
2021-05-07 07:00:00,2.007000071661813,64.55,52.83823623657226,70.30882263183594,15789.96879402657,4.2199999451637265,2741.8744773864746
2021-05-07 07:10:00,2.0050000292914256,64.99411468505859,53.06176376342773,70.52058868408203,16239.321685855859,4.559999930858612,2938.459800720215
2021-05-07 07:20:00,1.9980000257492063,64.72646789550781,53.02058792114258,70.54412078857422,17098.882143953357,4.1800000190734865,2939.1375625610353
2021-05-07 07:30:00,1.9970000641686576,65.02353057861328,53.10000076293945,70.36764526367189,15425.518801146743,4.6600000858306885,2886.4498069763185
2021-05-07 07:40:00,1.995000004768372,64.98235473632812,53.06176376342773,70.16470489501953,15919.159657449309,4.519999945163726,3071.803172302245
2021-05-07 07:50:00,2.0050000803811208,64.8617660522461,53.30294189453125,70.52646789550779,16414.87837398213,4.779999804496765,2897.747988891601
2021-05-07 08:00:00,2.0030000380107333,64.75,53.62647018432617,70.74117736816406,18405.99621436039,4.179999983310699,3072.1834930419927
2021-05-07 08:10:00,1.995000004768372,65.2558837890625,53.90588150024414,70.77940979003907,16414.12213988935,4.059999990463257,2971.674639892578
2021-05-07 08:20:00,1.7789999757494246,65.26470489501953,54.14705810546875,70.71764678955078,16824.019662887138,4.200000035762787,3085.3106430053717
2021-05-07 08:30:00,1.506166696548462,65.29779243469238,54.253676414489746,70.61029243469237,16108.713467419104,3.3250000178813934,3032.228417396545
2021-05-07 08:40:00,1.497999974659511,65.22941131591797,54.1441162109375,70.6382339477539,15998.132751245204,3.6199999809265138,2957.7846862792967
2021-05-07 08:50:00,1.4870000055858068,65.3117660522461,54.20293960571289,70.88235168457031,16174.540013289112,3.3800000488758095,2903.5618659973143
2021-05-07 09:00:00,1.5020000083105904,65.22352905273438,54.73235321044922,70.96176452636719,16945.674229294877,3.3799999773502343,2953.115867614746
2021-05-07 09:10:00,1.4929999794278823,65.06764678955078,55.17647094726564,71.01764678955078,16693.013480033882,3.5,2805.5484840393065
2021-05-07 09:20:00,1.4859999588557653,65.08235168457031,55.394117736816405,70.92058715820312,16711.981376458192,4.04000004529953,2862.5055381774896
2021-05-07 09:30:00,1.502000025340489,65.12647094726563,55.794117736816396,70.98823394775391,18272.912977633576,3.499999928474427,3117.3066833496086
2021-05-07 09:40:00,1.4989999873297557,65.24705963134765,56.84705886840821,71.12647094726563,15670.123765376002,3.3800000786781306,2665.253870391845
2021-05-07 09:50:00,1.497000013078962,64.94117431640625,56.87058792114258,71.25,18171.425956413164,3.239999973773956,2880.318282318115
2021-05-07 10:00:00,1.4956666628519697,65.22647094726561,56.95294189453125,71.28529357910156,17483.44082720873,4.079999947547913,2885.6168746948247
2021-05-07 10:10:00,1.503000020980835,65.10588226318359,57.27941131591797,71.3441162109375,18191.14932570704,3.559999984502792,2916.0736000061042
2021-05-07 10:20:00,1.4949999877384732,64.67941131591797,57.90588302612305,71.26176452636719,20621.269970212463,3.4599999308586122,3132.81121673584
